,p50,p90,p99,mean
vllm@4r,1.249129782621356,1.2895553106709596,1.2932158508311562,1.2565234563397567
orca@4r,1.2473336276304252,1.2810311135497607,1.2847057829898028,1.2539900531037176
sarathi@4r,1.249129782621356,1.281015392394393,1.2846759325545878,1.2567983559664238
llumlet@4r,0.0738461750433856,0.0738461750433865,0.0738461750433865,0.07384617504338582
